Date,Have?,Entered?,ESTC#,Subject,Title,Imprint,Author1,Author2,Author3,Author4,Editor,Translator,Printer1,PrinterLoc 1,Printer2,PrinterLoc 2,Engraver1,Engraver1 Loc,Engraver2,Engraver3,Engraver4,Illustrator1,Illustrator2,Illustrator3,Bookseller 1,SaleShop 1,ShopLoc 1,Bookseller 2,SaleShop2,ShopLoc 2,Bookseller 3,SaleShop 3,ShopLoc 3,Bookseller 4,SaleShop 4,ShopLoc 4,Bookseller 5,SaleShop 5,ShopLoc 5,Bookseller 6,SaleShop 6,ShopLoc 6,Bookseller 7,SaleShop 7,ShopLoc 7,Bookseller 8,SaleShop 8,ShopLoc 8,Bookseller 9,SaleShop 9,ShopLoc 9,Bookseller 10,SaleShop 10,ShopLoc 10,Bookseller 11,Sale Shop 11,ShopLoc 11,Bookseller 12,Sale Shop 12,ShopLoc 12,Bookseller 13,Sale Shop 13,ShopLoc 13,Bookseller 14,Sale Shop 14,ShopLoc 14,Bookseller 15,Sale Shop 15,ShopLoc 15,Bookseller 16,Sale Shop 16,ShopLoc 16,Bookseller 17,Sale Shop 17,ShopLoc 17,Bookseller 18,Sale Shop 18,ShopLoc 18,Bookseller 19,Sale Shop 19,ShopLoc 19,RefSource,Library,Format,# Subs,# Copies,# Women
1798,R,,T175338,Travel/Natural History,three years travels through the interior parts of north-america 2,Edinburgh,Jonathan Carver,,,,John Coakley Lettsom,,James Key,Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Stanford University,8vo,247,247,4
1799,x,,T130698,Engineering,a description with plates of the time keeper invented by thomas mudge,London,Thomas Mudge,,,,,,Charles Rivington II,Maiden Lane: London,,,,,,,,,,,Thomas Payne 1,,St Martin's Inn Fields: London,Thomas Cadell 2,Catherine Street,The Strand: London,William Davies,No 141,The Strand: London,Charles Dilly,The Rose & Crown,The Poultry: London,William Richardson 2,No 91,Royal Exchange: London,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Cambridge University,4to,,,
1799,x,,T99803,Botany,new illustration of the sexual system of carolus von linnaeus,London,Robert Thornton,,,,,,Thomas Bensley,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Oxford University: Bodleian: John Johnson Collection,2mo,50,,
1799,x,,N13836,Travel/Natural History,travels in the interior districts of africa 1,London,Mungo Park,,,,,,William Bulmer,Russell Ct: London,,,,,,,,,,,George Nicol 2,No 51,Pall Mall: London,William Nicol,No 51,Pall Mall: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,New York Public Library,4to,,,
1799,x,,T109460,Mathematics,easy introduction to algebra with notes,London,Charles Butler,,,,,,,,,,,,,,,,,,Sandys Staunton,No 481,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,130,195,8
1800,x,,W20710,Atlas/History/Geography,magnetic atlas or variation charts,New York,John Churchman,,,,,,Gaine,Pearl Street: New York,Ten Eyck,Pearl Street: New York,,,,,,,,,Gaine,No 148,Pearl Street: New York,Ten Eyck,No 148,Pearl Street: New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,,,
1800,x,,W28342,Travel/Natural History,travels in the interior districts of africa 2,Philadelphia,Mungo Park,,,,,,James Humphreys,Market Street: Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,New York Public Library,8vo,,,
1800,x,,T130752,Agriculture/Arts/Manufactures,general view of the agriculture of fife,Edinburgh,John Thomson,,,,,,James Moir,High Street: Edinburgh,,,,,,,,,,,William Creech,,Edinburgh,Peter Hill,The Cross,Southside: Edinburgh,William Laing,No 18,Grassmarket: Edinburgh,John Guthrie,No 2,Nicolson Street: Edinburgh,George Nicol 2,No 51,Pall Mall: London,William Nicol,No 51,Pall Mall: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R9,University of California,8vo,,,
1800,x,,T301536,Physics/Cosmology,seven practical and experimental discourses,Halifax,Richard Simpson,,,,,,John Fawcett,Halifax,,,,,,,,,,,Thomas Wills,,Stationer's Court: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Oxford University: Bodleian,8vo,145,178,23
1800,x,,T165811,Atlas/History/Geography,new universal gazetteer or geographical dictionary,Dublin,Clement Cruttwell,,,,,,John Stockdale,Picadilly: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Dublin National,4to,899,1222,27
1800,x,,T140326,Agriculture/Arts/Manufactures,a description of the different varieties of oxen,London,George Garrard,,,,,,Joseph Smeeton,St Martin's Lane: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Yale Center for British Art,2mo,,,
1800,x,,T55564,Botany/Medicine,a pocket herbal,Bury St Edmunds,John Chambers 1,,,,,,Peter Gedge,Cook Row: Bury St Edmunds,,,,,,,,,,,Thomas Hurst,No 32,Pater Noster Row: London,Charles Law,No 13,Ave Mary Lane: London,Williak Barker,,Dereham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R9,Hunt Institute for Botanical Documentation,12mo,,,
1800,x,,T93273,Atlas/History/Geography,a geographical description of germany,London,John Stockdale,,,,,,Samuel Gosnell,Fetter Lane: London,Luke Hansard,Holborn: London,,,,,,,,,John Stockdale,181 Duke Street,Picadilly: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R9,New York Public Library,4to,,,
1800,R,,N51805,Physics/Cosmology,new analysis of chronology,London,William Hales,,,,,,Henry Law,Clerkenwell: London,Robert Gilbert,Clerkenwell: London,,,,,,,,,Thomas Cadell 2,Catherine Street,The Strand: London,Thomas Payne 1,,St Martin's Inn Fields: London,John Hatchard,No 190,Picadilly: London,Fell,No 27 and 29,New Bond Street: London,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,Nornaville,No 27 and 29,New Bond Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,,,
1800,Not at Uglasgow,,T203811,Atlas/History/Geography,a general map of the empire of germany,London,Captain Chauchard,,,,,,Thomas Gillett,Salisbury Square: London,,,,,,,,,,,John Stockdale,181 Duke Street,Picadilly: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,New York Public Library,1mo,,,
